date,state,coronavirus,mask,sanitizer,toilet paper,positive,positiveIncrease,negative,negativeIncrease,pending,total,totalTestResultsIncrease,recovered,death,deathIncrease,hospitalizedCumulative,hospitalizedIncrease,total_hospital_beds,available_hospital_beds,hospital_bed_occupancy_rate,total_icu_beds,available_icu_beds,icu_bed_occupancy_rate,adult_population,population_65,home
2020-03-21,MA,1718,119,48,52,525,112.0,4752,1074.0,0.0,5277.0,1186.0,0.0,1.0,0.0,61.0,61.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,0
2020-03-22,MA,1733,114,49,53,646,121.0,5459,707.0,0.0,6105.0,828.0,0.0,5.0,4.0,71.0,10.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,0
2020-03-23,MA,1669,91,33,43,777,131.0,8145,2686.0,0.0,8922.0,2817.0,0.0,9.0,4.0,79.0,8.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,0
2020-03-24,MA,1430,83,27,34,1159,382.0,12590,4445.0,0.0,13749.0,4827.0,0.0,11.0,2.0,94.0,15.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-03-25,MA,59,3,1,2,1838,679.0,17956,5366.0,0.0,19794.0,6045.0,0.0,15.0,4.0,103.0,9.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-01,MA,0,0,0,0,7738,1118.0,44000,3685.0,0.0,51738.0,4803.0,0.0,122.0,33.0,682.0,120.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-02,MA,28,108,34,0,8966,1228.0,47642,3642.0,0.0,56608.0,4870.0,0.0,154.0,32.0,813.0,131.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-03,MA,83,21,0,0,10402,1436.0,52560,4918.0,0.0,62962.0,6354.0,0.0,192.0,38.0,966.0,153.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-04,MA,90,27,0,0,11736,1334.0,57064,4504.0,0.0,68800.0,5838.0,0.0,216.0,24.0,1068.0,102.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-05,MA,87,21,0,0,12500,764.0,59437,2373.0,0.0,71937.0,3137.0,0.0,231.0,15.0,1145.0,77.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-06,MA,90,19,0,0,13837,1337.0,62592,3155.0,0.0,76429.0,4492.0,0.0,260.0,29.0,1241.0,96.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-07,MA,83,8,0,0,15202,1365.0,66142,3550.0,0.0,81344.0,4915.0,0.0,356.0,96.0,1435.0,194.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-08,MA,1900,241,42,32,16790,1588.0,70721,4579.0,0.0,87511.0,6167.0,0.0,433.0,77.0,1583.0,148.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-09,MA,1785,212,32,27,18941,2151.0,76017,5296.0,0.0,94958.0,7447.0,0.0,503.0,70.0,1747.0,164.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-10,MA,1740,224,33,24,20974,2033.0,81398,5381.0,0.0,102372.0,7414.0,0.0,599.0,96.0,1956.0,209.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-11,MA,1299,262,35,28,22860,1886.0,85916,4518.0,0.0,108776.0,6404.0,0.0,686.0,87.0,2120.0,164.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-04-12,MA,1118,186,24,23,25475,2615.0,91255,5339.0,0.0,116730.0,7954.0,0.0,756.0,70.0,2235.0,115.0,13759,3603,0.74,1555,571,0.63,5405787,1049751,1
2020-01-01,MD,14,696,39,90,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-02,MD,8,1286,67,138,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-03,MD,20,1302,77,112,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-04,MD,7,1337,58,149,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-05,MD,12,1444,73,146,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-06,MD,9,1309,65,129,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-07,MD,6,1220,62,122,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-08,MD,26,1415,64,119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-09,MD,66,1456,76,124,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-10,MD,27,1466,70,131,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-11,MD,38,1548,69,169,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-12,MD,38,1509,67,166,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-13,MD,39,1502,78,144,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-14,MD,38,1477,93,142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-15,MD,5,264,14,28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-16,MD,13,198,9,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-17,MD,26,201,7,21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-18,MD,46,230,9,23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-19,MD,30,231,8,25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-20,MD,128,226,8,23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-21,MD,683,252,13,21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-22,MD,397,106,0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-23,MD,416,100,0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-24,MD,704,108,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-25,MD,853,132,0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-26,MD,1032,161,1,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-27,MD,1181,145,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-28,MD,1698,174,11,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-29,MD,1800,199,23,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-30,MD,1624,206,17,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-01-31,MD,1532,219,13,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-02-01,MD,1137,198,13,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-02-02,MD,1054,188,12,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-02-03,MD,935,159,10,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-02-04,MD,810,156,7,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
2020-02-05,MD,1443,284,24,19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249,3296,0.71,1227,422,0.66,4648466,849185,0
