date,state,coronavirus,mask,sanitizer,toilet paper,positive,positiveIncrease,negative,negativeIncrease,pending,total,totalTestResultsIncrease,recovered,death,deathIncrease,hospitalizedCumulative,hospitalizedIncrease,total_hospital_beds,available_hospital_beds,hospital_bed_occupancy_rate,total_icu_beds,available_icu_beds,icu_bed_occupancy_rate,adult_population,population_65,home
2020-01-21,DC,752,207,10,13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-22,DC,587,123,1,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-23,DC,683,121,1,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-24,DC,1009,137,3,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-25,DC,1217,165,2,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-26,DC,1429,205,4,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-27,DC,1728,186,11,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-28,DC,1968,223,11,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-29,DC,1824,194,18,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-30,DC,1669,192,17,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-01-31,DC,1686,198,10,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-01,DC,1223,199,9,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-02,DC,1155,192,9,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-03,DC,1172,175,14,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-04,DC,955,152,7,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-05,DC,1401,220,18,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-06,DC,1471,200,22,16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-07,DC,1593,211,20,13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-08,DC,1357,222,13,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-09,DC,1187,231,5,13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-10,DC,1345,197,11,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-11,DC,1326,194,11,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-12,DC,1480,237,16,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-13,DC,1687,267,18,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-14,DC,1301,224,10,17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-15,DC,1156,237,13,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-16,DC,1029,265,9,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-17,DC,1159,244,13,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-18,DC,1321,243,11,20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-19,DC,640,147,12,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-20,DC,536,124,10,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-21,DC,611,113,11,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-22,DC,659,158,6,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-23,DC,907,194,12,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-24,DC,702,105,5,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-25,DC,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-02-26,DC,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-11,DC,0,0,0,0,5,0.0,20,3.0,15.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-12,DC,0,0,0,0,10,5.0,20,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-13,DC,0,0,0,0,10,0.0,20,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-14,DC,0,0,0,0,10,0.0,49,29.0,10.0,69.0,29.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-15,DC,0,0,0,0,16,6.0,79,30.0,20.0,115.0,36.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-16,DC,0,0,0,0,17,1.0,96,17.0,7.0,120.0,18.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-17,DC,748,18,17,16,22,5.0,104,8.0,0.0,126.0,13.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-18,DC,1990,54,40,40,31,9.0,138,34.0,1.0,170.0,43.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-19,DC,1827,66,43,28,39,8.0,153,15.0,11.0,203.0,23.0,0.0,0.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-20,DC,1815,78,38,34,71,32.0,501,348.0,1.0,573.0,380.0,0.0,1.0,1.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-21,DC,1736,94,40,36,77,6.0,506,5.0,0.0,583.0,11.0,0.0,1.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-22,DC,1724,90,36,37,98,21.0,957,451.0,0.0,1055.0,472.0,0.0,1.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-23,DC,1719,86,33,25,116,18.0,1113,156.0,0.0,1229.0,174.0,0.0,2.0,1.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-24,DC,1524,77,25,26,137,21.0,1195,82.0,2.0,1334.0,103.0,0.0,2.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-03-25,DC,63,4,1,1,183,46.0,1423,228.0,3.0,1609.0,274.0,0.0,2.0,0.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,0
2020-04-01,DC,0,0,0,0,586,91.0,3262,0.0,2.0,3850.0,91.0,142.0,11.0,2.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-02,DC,143,80,5,4,653,67.0,4417,1155.0,0.0,5070.0,1222.0,173.0,12.0,1.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-03,DC,76,22,0,0,757,104.0,4827,410.0,0.0,5584.0,514.0,206.0,15.0,3.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-04,DC,77,24,0,0,902,145.0,5536,709.0,0.0,6438.0,854.0,235.0,21.0,6.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-05,DC,74,21,0,0,998,96.0,5836,300.0,0.0,6834.0,396.0,258.0,22.0,1.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-06,DC,76,14,0,0,1097,99.0,6356,520.0,0.0,7453.0,619.0,287.0,24.0,2.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-07,DC,73,5,0,0,1211,114.0,6612,256.0,0.0,7823.0,370.0,318.0,22.0,-2.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-08,DC,1821,269,36,37,1440,229.0,6843,231.0,0.0,8283.0,460.0,361.0,27.0,5.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-09,DC,1781,268,34,34,1523,83.0,7201,358.0,0.0,8724.0,441.0,393.0,32.0,5.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-10,DC,1642,325,27,31,1660,137.0,7695,494.0,0.0,9355.0,631.0,426.0,38.0,6.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-11,DC,1220,324,29,36,1778,118.0,8261,566.0,0.0,10039.0,684.0,447.0,47.0,9.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-04-12,DC,1045,268,17,25,1875,97.0,8765,504.0,0.0,10640.0,601.0,493.0,50.0,3.0,0.0,0.0,2405,671,0.72,401,159,0.6,554333,79769,1
2020-01-01,DE,4,477,24,68,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-02,DE,4,804,34,160,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-03,DE,4,833,38,64,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-04,DE,0,744,37,86,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-05,DE,6,911,71,96,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-06,DE,10,863,61,73,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-07,DE,4,772,46,58,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-08,DE,23,1128,42,105,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-09,DE,27,945,29,135,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-10,DE,7,965,37,158,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-11,DE,22,921,26,125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-12,DE,21,1021,19,127,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-13,DE,27,827,46,124,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-14,DE,34,875,58,100,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-15,DE,9,315,14,19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-16,DE,27,190,16,34,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-17,DE,24,196,23,29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-18,DE,46,236,7,23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-19,DE,29,228,11,42,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-20,DE,141,243,9,19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-21,DE,699,254,13,30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-22,DE,442,148,6,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-23,DE,463,128,4,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-24,DE,926,140,7,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-25,DE,1121,187,8,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-26,DE,1215,232,8,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-27,DE,1410,181,6,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-28,DE,1614,226,13,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-29,DE,1500,183,19,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-30,DE,1767,160,10,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-01-31,DE,1626,170,9,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-01,DE,1138,167,9,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-02,DE,1011,177,8,19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-03,DE,833,172,6,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-04,DE,712,162,10,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-05,DE,1084,244,15,18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-06,DE,1055,209,16,21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-07,DE,1279,223,15,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-08,DE,1217,246,15,22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-09,DE,1035,233,11,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-10,DE,1020,174,7,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-11,DE,1172,190,11,24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-12,DE,1680,230,12,24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-13,DE,1666,286,18,25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-14,DE,1166,248,11,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-15,DE,1059,251,16,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-16,DE,878,277,15,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-17,DE,1050,267,17,17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-18,DE,928,223,16,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-19,DE,1157,319,15,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-20,DE,909,303,13,23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-21,DE,903,253,16,29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-22,DE,1113,309,26,31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-23,DE,1191,343,23,31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-24,DE,827,162,6,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-25,DE,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-02-26,DE,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-11,DE,0,0,0,0,1,1.0,17,0.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-12,DE,0,0,0,0,4,3.0,23,6.0,14.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-13,DE,0,0,0,0,4,0.0,30,7.0,10.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-14,DE,0,0,0,0,6,2.0,36,6.0,32.0,74.0,8.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-15,DE,0,0,0,0,6,0.0,36,0.0,32.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-16,DE,0,0,0,0,8,2.0,36,0.0,32.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-17,DE,697,14,17,16,16,8.0,36,0.0,0.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-18,DE,1864,48,48,44,25,9.0,36,0.0,0.0,61.0,9.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-19,DE,1721,52,44,33,30,5.0,36,0.0,0.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-20,DE,1682,55,42,34,38,8.0,36,0.0,0.0,74.0,8.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-21,DE,1617,74,51,46,45,7.0,36,0.0,0.0,81.0,7.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-22,DE,1717,74,44,44,56,11.0,36,0.0,0.0,92.0,11.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-23,DE,1536,75,45,41,68,12.0,36,0.0,0.0,104.0,12.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,0
2020-03-24,DE,1410,68,28,27,91,23.0,36,0.0,0.0,127.0,23.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-03-25,DE,56,3,1,1,115,24.0,36,0.0,0.0,151.0,24.0,0.0,0.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-01,DE,0,0,0,0,368,49.0,4015,319.0,0.0,4383.0,368.0,49.0,11.0,1.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-02,DE,189,46,4,9,393,25.0,4566,551.0,0.0,4959.0,576.0,49.0,12.0,1.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-03,DE,84,20,0,0,450,57.0,4995,429.0,0.0,5445.0,486.0,71.0,14.0,2.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-04,DE,89,26,0,0,593,143.0,5874,879.0,0.0,6467.0,1022.0,71.0,14.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-05,DE,88,21,0,0,673,80.0,6321,447.0,0.0,6994.0,527.0,71.0,14.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-06,DE,88,15,0,0,673,0.0,6321,0.0,0.0,6994.0,0.0,71.0,14.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-07,DE,81,7,0,0,928,255.0,7628,1307.0,0.0,8556.0,1562.0,144.0,16.0,2.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-08,DE,1620,199,38,25,928,0.0,7628,0.0,0.0,8556.0,0.0,144.0,16.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-09,DE,1563,204,30,24,1207,279.0,8683,1055.0,0.0,9890.0,1334.0,173.0,23.0,7.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-10,DE,1444,194,34,23,1326,119.0,10415,1732.0,0.0,11741.0,1851.0,177.0,23.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-11,DE,1126,195,35,24,1479,153.0,9624,-791.0,0.0,11103.0,-638.0,191.0,33.0,10.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-04-12,DE,951,148,26,19,1479,0.0,9624,0.0,0.0,11103.0,0.0,191.0,33.0,0.0,0.0,0.0,1864,516,0.72,249,63,0.75,739679,160565,1
2020-01-01,FL,1,749,40,89,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-02,FL,9,1459,64,132,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-03,FL,7,1449,63,127,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-04,FL,9,1487,72,154,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-05,FL,6,1494,63,152,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-06,FL,8,1415,62,138,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-07,FL,9,1322,72,144,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
2020-01-08,FL,14,1477,83,152,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51190,17651,0.66,6226,2044,0.67,16166865,3926889,0
